council_district,street_name,block_range,limits,schedule,add_schedule
5,ATRIUM DR,10400 - 10499,APPALOOSA RD - ROOKWOOD DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,ATRIUM DR,10500 - 10789,ROOKWOOD DR - WILD GRAPE DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,ATRIUM DR,10790 - 10799,WILD GRAPE DR - AVIARY DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,ATWOOD CT,10600 - 10649,BEGIN - NORTH BROOKVILLE DR,"Not Posted, Both Sides Even Month 1st Fri",
5,AUBURN RIDGE WY,8320 - 8379,ENTREKEN WY - ENTREKEN WY,"Not Posted, Both Sides Even Month 4th Fri",
5,AUSTERLITZ PL,11950 - 11999,DRAYTON HALL WY - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,AUTILLO WY,10800 - 10899,HARVEST DANCE WY - CARRANZA DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,AUTILLO WY,10900 - 11089,CARRANZA DR - MATINAL RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVENA PL,11640 - 11699,BEGIN - BERNARDO CENTER DR,"Not Posted, Both Sides Mon",
5,AVENUE OF INDUSTRY,11800 - 11899,INNOVATION DR - END,"Not Posted, Both Sides Tue",
5,AVENUE OF SCIENCE,15000 - 15399,RANCHO CARMEL DR - INNOVATION DR,"Not Posted, Both Sides Tue",
5,AVIARY CT,10870 - 10899,AVIARY DR - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,10000 - 10159,SCRIPPS RANCH BL - CANYON LAKE DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,10160 - 10199,CANYON LAKE DR - KEMAH LN,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,10200 - 10239,KEMAH LN - AVIARY CT,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,10240 - 10299,AVIARY CT - RED CEDAR DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,10300 - 10329,RED CEDAR DR - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,9700 - 9879,CAMTO COVEWOOD - ATRIUM DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVIARY DR,9880 - 9999,ATRIUM DR - SCRIPPS RANCH BL,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA ABEJA,15980 - 15999,AVNDA DE LOS LOBOS - BERNARDO CENTER DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA ALCACHOFA,15500 - 15699,CALLE SAUCILLO - CTE SABIO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA ALOZDRA,17800 - 17829,PASEO DEL VERANO NOR - CAM DE LA BRECCIA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA ALOZDRA,17830 - 17899,CAM DE LA BRECCIA - VIA MOURA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA ALOZDRA,17900 - 17999,VIA MOURA - CTE ARAUCO,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA ALOZDRA,18000 - 18099,CTE ARAUCO - AVNDA CORDILLERA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA AVEIRO,16000 - 16099,STONE CANYON RD - AVNDA TINEO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA CONSENTIDO,11900 - 11999,PASEO LUCIDO - CALLE PULIDO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA CONSENTIDO,12000 - 12449,CALLE PULIDO - PASEO LUCIDO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA CORDILLERA,17780 - 17799,PASEO DEL VERANO NOR - CAM DE LA BRECCIA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA CORDILLERA,17800 - 17899,CAM DE LA BRECCIA - VIA MOURA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA CORDILLERA,17900 - 17999,VIA MOURA - AVNDA ALOZDRA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA CORDILLERA,18000 - 18249,AVNDA ALOZDRA - VIA NASCA,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA CORDILLERA,18600 - 18649,VIA NASCA - AGUAMARINA PT,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA CORDILLERA,18650 - 18699,AGUAMARINA PT - BERNARDO TRAILS DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA CORDILLERA,18700 - 18799,BERNARDO TRAILS DR - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA DE LA CANTINA,10220 - 10259,AVNDA DEL GENERAL - CALLE CABALLEROS,"Not Posted, Both Sides Even Month 2nd Thu",
5,AVNDA DE LA CANTINA,10260 - 10299,CALLE CABALLEROS - AVNDA GRANDE,"Not Posted, Both Sides Even Month 2nd Thu",
5,AVNDA DE LOS LOBOS,10800 - 11049,BEGIN - PASEO MONTANOSO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA DE LOS LOBOS,11050 - 11299,PASEO MONTANOSO - CAM ARMILLA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA DE LOS LOBOS,11300 - 11399,CAM ARMILLA - AVNDA ABEJA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA DEL GENERAL,13000 - 13029,VIA DEL SUD - CALLE DE LOS NINOS,"Not Posted, Both Sides Even Month 2nd Thu",
5,AVNDA DEL GENERAL,13030 - 13199,CALLE DE LOS NINOS - AVNDA DE LA CANTINA,"Not Posted, Both Sides Even Month 2nd Thu",
5,AVNDA GRANDE,13000 - 13199,VIA DEL SUD - AVNDA DE LA CANTINA,"Not Posted, Both Sides Even Month 2nd Thu",
5,AVNDA GRANDE,13200 - 13229,AVNDA DE LA CANTINA - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,AVNDA LA VALENCIA,12700 - 12799,HIGA PL - CITY BOUNDARY,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA LAMEGO,15800 - 15829,CAMTO LA TORRE - AVNDA VILLAHA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA LAMEGO,15830 - 15999,AVNDA VILLAHA - STONE CANYON RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA LAMEGO,16000 - 16099,STONE CANYON RD - AVNDA TINEO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA MAGNIFICA,10100 - 10139,NEGLEY DR - SCRIPPS TL,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10140 - 10149,SCRIPPS TL - LAKE GROVE CT,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10150 - 10229,LAKE GROVE CT - MAYWIND CT,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10230 - 10299,MAYWIND CT - HANDRICH DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10300 - 10399,HANDRICH DR - MOSELLE WY,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10400 - 10499,MOSELLE WY - MEDOC LN,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10500 - 10559,MEDOC LN - MEDOC CT,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,10560 - 10579,MEDOC CT - SEMILLON BL,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,9800 - 9899,CAMTO MAGNIFICA - POMERADO RD,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,9900 - 9949,POMERADO RD - MESA MADERA DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MAGNIFICA,9950 - 10099,MESA MADERA DR - NEGLEY DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,AVNDA MARBELLA,12900 - 12939,BEGIN - CAM RAMILLETTE,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA MARBELLA,12940 - 12969,CAM RAMILLETTE - VIA GUADALMINA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA MARBELLA,12970 - 13089,VIA GUADALMINA - CTE DE CASARES,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA MARBELLA,13090 - 18199,CTE DE CASARES - ACEITUNO ST,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA MARIA,10980 - 11069,BEGIN - CALLE JUANITO,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA MARIA,11070 - 11099,CALLE JUANITO - PENASQUITOS DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,AVNDA NOBLEZA,16200 - 16239,BEGIN - CTE SOSEGADO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA NOBLEZA,16240 - 16269,CTE SOSEGADO - CTE TEMPLANZA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA NOBLEZA,16270 - 16299,CTE TEMPLANZA - CALLE NOBLEZA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA NOBLEZA,16300 - 16399,CALLE NOBLEZA - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA RORRAS,15100 - 15109,AVNDA SIVRITA - AVNDA VENUSTO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA RORRAS,15110 - 15399,AVNDA VENUSTO - BACHIMBA CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA RORRAS,15400 - 15499,BACHIMBA CT - CALLE SAUCILLO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,11550 - 11739,BEGIN - CALLE PARRAL,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,11740 - 11868,CALLE PARRAL - VIA PENOLES,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,11869 - 11980,VIA PENOLES - TETILLAS CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,11982 - 12019,TETILLAS CT - VIA TAVITO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,12020 - 12073,VIA TAVITO - VIA FIRUL,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,12074 - 12099,VIA FIRUL - AVNDA RORRAS,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SIVRITA,12100 - 12149,AVNDA RORRAS - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SUAVIDAD,16200 - 16329,VIA EMBELESO - CALLE SUNTUOSO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA SUAVIDAD,16330 - 16399,CALLE SUNTUOSO - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA TINEO,12500 - 12549,BEGIN - AVNDA LAMEGO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA TINEO,12550 - 12599,AVNDA LAMEGO - AVNDA AVEIRO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA VENUSTO,14900 - 15099,BEGIN - PASEO LUCIDO,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,15100 - 15199,PASEO LUCIDO - ALTA CARMEL CT,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,15200 - 15299,ALTA CARMEL CT - AVNDA RORRAS,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,15300 - 15499,AVNDA RORRAS - CALLE PARRAL,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,15500 - 15799,CALLE PARRAL - CALLE PARACHO,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,15800 - 16099,CALLE PARACHO - CALLE VIVIENDA,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,16100 - 16199,CALLE VIVIENDA - BERNARDO HEIGHTS PY,"Not Posted, Both Sides Tue",
5,AVNDA VENUSTO,16200 - 16499,BERNARDO HEIGHTS PY - PASEO LUCIDO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA VILLAHA,15750 - 15799,BERNARDO HEIGHTS PY - AVNDA LAMEGO,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA VILLAHA,15800 - 15849,AVNDA LAMEGO - CALLE TAMEGA,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVNDA VILLAHA,15850 - 15999,CALLE TAMEGA - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,AVONETTE CT,12000 - 12049,ANGELIQUE ST - END,"Not Posted, Both Sides Even Month 4th Fri",
5,AZADO CT,11600 - 11649,BEGIN - VALLADARES DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,AZOFAR CT,18400 - 18449,BEGIN - CAM RAMILLETTE,"Not Posted, Both Sides Even Month 3rd Fri",
5,AZUAGA ST,10300 - 10399,CAMTO CIERA - END,"Not Posted, Both Sides Tue",
5,AZUAGA ST,9900 - 10299,RANCHO PENASQUITOS BL - CAMTO CIERA,"Not Posted, Both Sides Tue",
5,AZUCAR WY,17600 - 17699,MATINAL CR - DUENDA RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,AZUCAR WY,17700 - 17829,DUENDA RD - CRECIENTE WY,"Not Posted, Both Sides Even Month 3rd Fri",
5,AZUCAR WY,17830 - 17899,CRECIENTE WY - AGUAMIEL RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,BACHIMBA CT,12300 - 12349,AVNDA RORRAS - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BAJADA RD,11900 - 12199,BERNARDO CENTER DR - GRACIOSA RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BAJADA RD,12200 - 12299,GRACIOSA RD - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BALLYSTOCK CT,10700 - 10749,RAMSDELL CT - END,"Not Posted, Both Sides Even Month 1st Fri",
5,BARRYMORE ST,13800 - 13899,OVIEDO ST - TALCA AV,"Not Posted, Both Sides Even Month 4th Fri",
5,BARRYMORE ST,13900 - 13999,TALCA AV - ROTHERHAM AV,"Not Posted, Both Sides Even Month 4th Fri",
5,BARRYMORE ST,14000 - 14099,ROTHERHAM AV - GAINSBOROUGH AV,"Not Posted, Both Sides Even Month 4th Fri",
5,BARRYMORE ST,14100 - 14199,GAINSBOROUGH AV - STARGAZE AV,"Not Posted, Both Sides Even Month 4th Fri",
5,BARRYMORE ST,14200 - 14339,STARGAZE AV - DONAKER ST,"Not Posted, Both Sides Even Month 2nd Thu",
5,BARRYMORE ST,14340 - 14399,DONAKER ST - WESTVALE RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BARRYWOOD WY,10300 - 10399,KINGSPINE AV - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BASSMORE DR,13700 - 13799,PASEO MONTALBAN - MUFFIN CT,"Not Posted, Both Sides Even Month 2nd Thu",
5,BASSMORE DR,13800 - 13849,MUFFIN CT - RIVERHEAD DR,"Not Posted, Both Sides Even Month 2nd Thu",
5,BASSMORE DR,13850 - 13899,RIVERHEAD DR - SUNDEVIL WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAVARIAN DR,13100 - 13129,THUNDERHEAD ST - JANE ST,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAVARIAN DR,13130 - 13169,JANE ST - SEDORUS ST,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAVARIAN DR,13170 - 13349,SEDORUS ST - BAVARIAN WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAVARIAN DR,13350 - 13459,BAVARIAN WY - ENTREKEN AV,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAVARIAN DR,13460 - 13499,ENTREKEN AV - SPARREN AV,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAVARIAN WY,8450 - 8469,ENTREKEN AV - BAVARIAN DR,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAYAMON RD,9500 - 9599,HIKE LN - LONGFELLOW LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAYCANE WY,11850 - 11999,MIL PITRERO RD - WOODED VISTA LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAYONET TR,13400 - 13449,BEGIN - SHY BIRD LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BAYPONY LN,11800 - 11829,MIL PITRERO RD - WOODED VISTA LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BEAR DANCE WY,11100 - 11149,MOON SONG CT - SUN MAIDEN CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,BEAR DANCE WY,11150 - 11199,SUN MAIDEN CT - HIGH MESA CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,BEDEL CT,9150 - 9199,MEADOWRUN ST - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,BEDFORDSHIRE CT,12600 - 12629,BEGIN - HAMPSHIRE LN,"Not Posted, Both Sides Odd Month 1st Fri",
5,BEECH FERN CT,11420 - 11469,WILLS CREEK RD - END,"Not Posted, Both Sides Even Month 4th Fri",
5,BELLADONNA WY,11320 - 11369,NORTHWICK WY - POCHARD WY,"Not Posted, Both Sides Even Month 1st Fri",
5,BELLE FLEUR WY,12650 - 12751,HARVEST VIEW WY - SABRE HILL DR,"Not Posted, Both Sides Even Month 2nd Thu",
5,BELLE HELENE CT,17650 - 17699,BEGIN - DEVEREUX RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLECHASE CR,17700 - 17739,TRETAGNIER CR - VERSAILLES CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLECHASE CR,17740 - 17799,VERSAILLES CT - TRETAGNIER CR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLOTA DR,16800 - 16839,DIEGO DR - DOMINICAN DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLOTA DR,16840 - 16869,DOMINICAN DR - BELLOTA PL,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLOTA DR,16870 - 16899,BELLOTA PL - ACEBO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLOTA DR,16900 - 16999,ACEBO DR - DOMINICAN DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BELLOTA PL,12150 - 12181,BELLOTA DR - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BENAVENTE PL,9700 - 9799,BENAVENTE WY - CIJON ST,"Not Posted, Both Sides Even Month 2nd Thu",
5,BENAVENTE ST,9550 - 9699,CABEZON PL - BENAVENTE WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BENAVENTE WY,12600 - 12799,BENAVENTE ST - BENAVENTE PL,"Not Posted, Both Sides Even Month 2nd Thu",
5,BENBOW CT,13450 - 13499,BEGIN - ELLINGHAM ST,"Not Posted, Both Sides Even Month 4th Fri",
5,BENBOW CT,13500 - 13529,ELLINGHAM ST - END,"Not Posted, Both Sides Even Month 4th Fri",
5,BENDITO DR,12600 - 12659,RELINDO CT - GABARDA RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNABE CT,14200 - 14249,BERNABE DR - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNABE DR,10560 - 10599,BEGIN - MATHIESON ST,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNABE DR,10600 - 10669,MATHIESON ST - KORREY DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNABE DR,10670 - 10699,KORREY DR - BERNABE CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNABE DR,10700 - 10749,BERNABE CT - CUCA ST,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO CENTER CT,11900 - 11904,BERNARDO CENTER DR - BERNARDO CENTER DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO CENTER CT,11905 - 11939,BERNARDO CENTER DR - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO CENTER DR,0 - 17339,BEGIN - BERNARDO CENTER CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO CENTER DR,0 - 17499,BERNARDO CENTER CT - GRACIOSA RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO CENTER DR,15500 - 15599,CAM CRISALIDA - AVNDA ABEJA,"Not Posted, Both Sides Even Month 3rd Fri",
5,BERNARDO CENTER DR,15600 - 15799,AVNDA ABEJA - CAM DEL NORTE,"Not Posted, Both Sides Even Month 3rd Fri",
5,BERNARDO HEIGHTS PY,15700 - 15799,POMERADO RD - AVNDA VILLAHA,"Not Posted, Both Sides Tue",
5,BERNARDO HEIGHTS PY,15800 - 15999,AVNDA VILLAHA - PASEO LUCIDO,"Not Posted, Both Sides Tue",
5,BERNARDO HEIGHTS PY,16000 - 16099,PASEO LUCIDO - VIA EMBELESO,"Not Posted, Both Sides Tue",
5,BERNARDO HEIGHTS PY,16100 - 16199,VIA EMBELESO - AVNDA VENUSTO,"Not Posted, Both Sides Tue",
5,BERNARDO HEIGHTS PY,16200 - 16299,AVNDA VENUSTO - CALLE NOBLEZA,"Not Posted, Both Sides Tue",
5,BERNARDO HEIGHTS PY,16300 - 16499,CALLE NOBLEZA - PASEO LUCIDO,"Not Posted, Both Sides Tue",
5,BERNARDO HEIGHTS PY,16500 - 16599,PASEO LUCIDO - BERNARDO CENTER DR,"Not Posted, Both Sides Tue",
5,BERNARDO OAKS CT,12130 - 12199,BEGIN - BERNARDO OAKS DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16300 - 16399,LOMICA DR - HORADO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16400 - 16439,HORADO RD - NIVEL CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16440 - 16499,NIVEL CT - RAMADA DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16500 - 16599,RAMADA DR - RIOS RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16600 - 16699,RIOS RD - CASERO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16700 - 16759,CASERO RD - PASTORAL RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16760 - 16879,PASTORAL RD - SANTIAGO WEST RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16880 - 16899,SANTIAGO WEST RD - RANCHO BERNARDO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,16900 - 16999,RANCHO BERNARDO RD - FRONTERA RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,17000 - 17099,FRONTERA RD - GRANDEE RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,17100 - 17199,GRANDEE RD - PRADO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,17200 - 17299,PRADO RD - FRANCISCO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,17300 - 17399,FRANCISCO DR - BERNARDO OAKS CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,17400 - 17499,BERNARDO OAKS CT - FRANCISCO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO OAKS DR,17500 - 17699,FRANCISCO DR - GREENS EAST RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO PLAZA CT,11600 - 11899,BEGIN - BERNARDO CENTER DR,"Not Posted, Both Sides Mon",
5,BERNARDO PLAZA DR,11900 - 11999,BERNARDO CENTER DR - END,"Not Posted, Both Sides Mon",
5,BERNARDO TR,11800 - 11899,BEGIN - BERNARDO CENTER DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS CT,18370 - 18499,BERNARDO TRAILS DR - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18300 - 18349,POMERADO RD - BERNARDO TRAILS CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18350 - 18449,BERNARDO TRAILS CT - BERNARDO TRAILS PL,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18450 - 18549,BERNARDO TRAILS PL - POLVERA DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18550 - 18659,POLVERA DR - ROBLEDA CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18660 - 18679,ROBLEDA CT - ASOLEAR PL,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18680 - 18699,ASOLEAR PL - AVNDA CORDILLERA,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18700 - 18779,AVNDA CORDILLERA - ACEITUNO ST,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO TRAILS DR,18780 - 18899,ACEITUNO ST - POLVERA AV,"Not Posted, Both Sides Odd Month 1st Fri",
5,BERNARDO VISTA DR,17250 - 17489,REGALO LN - GRACIOSA RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BIDWELL CT,13400 - 13499,BEGIN - ELLINGHAM ST,"Not Posted, Both Sides Even Month 4th Fri",
5,BIDWELL CT,13500 - 13549,ELLINGHAM ST - END,"Not Posted, Both Sides Even Month 4th Fri",
5,BIG SPRINGS WY,15800 - 15939,LOFTY TL DR - MEADOW FLOWER PL,"Not Posted, Both Sides Even Month 3rd Fri",
5,BIG SPRINGS WY,15940 - 16099,MEADOW FLOWER PL - TURTLEBACK RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,BIG SPRINGS WY,16100 - 16159,TURTLEBACK RD - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BIRCH BLUFF AV,10600 - 10699,SEMILLON BL - BIRCH BLUFF CT,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BIRCH BLUFF AV,10700 - 10769,BIRCH BLUFF CT - BIRCH BLUFF PL,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BIRCH BLUFF AV,10770 - 10799,BIRCH BLUFF PL - FIGTREE ST,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BIRCH BLUFF AV,10800 - 10849,FIGTREE ST - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BIRCH BLUFF CT,12500 - 12529,BIRCH BLUFF AV - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BIRCH BLUFF PL,12500 - 12529,BIRCH BLUFF AV - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BIRCH GLEN CT,11700 - 11779,BEGIN - PEPPERBROOK LN,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BITTERCREEK LN,9100 - 9149,AMBER SKY LN - DAVENPORT AV,"Not Posted, Both Sides Even Month 4th Fri",
5,BLACK HILLS CT,9400 - 9409,SALMON RIVER RD - BLACK HILLS RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLACK HILLS CT,9410 - 9449,BEGIN - BLACK HILLS RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLACK HILLS RD,13410 - 13489,BLACK HILLS WY - BLACK HILLS CT,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLACK HILLS WY,9300 - 9369,SAWTOOTH RD - APPALACHIAN WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLACK HILLS WY,9370 - 9399,APPALACHIAN WY - SALMON RIVER RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLACK HILLS WY,9400 - 9449,SALMON RIVER RD - BLACK HILLS RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLACK MTN RD,0 - 0,EMDEN RD - CARMEL VALLEY RD,"Not Posted, Both Sides Tue",
